id,conversation_id,created_at,date,time,timezone,user_id,username,name,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,content_Link,retweet,quote_url,video,thumbnail,content
1.54e+18,1.54e+18,2022-06-12 22:14:09 Pakistan Standard Time,6/12/2022,22:14:09,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],2,7,23,[],https://twitter.com/HammalHaidar/status/1536034131951362050,False,,0,,"The guests that the guests were burned, the Panjap University administration and the cousin, that's the story? The men and the heads of the male and the sarcastic that are the ones who are, O Jamaat and the worker. --- Almost Jamiati Directions and Violence, Hostel and Neither Burtug "
1.54e+18,1.54e+18,2022-06-12 22:02:39 Pakistan Standard Time,6/12/2022,22:02:39,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],5,14,31,[],https://twitter.com/HammalHaidar/status/1536031235247579136,False,https://twitter.com/bilal_baluch1/status/1535871512128913408,0,,"The guests that the guests were burned, the Panjap University administration and the cousin, that's the story? The men and the heads of the male and the sarcastic that are the ones who are, O Jamaat and the worker. --- Almost Jamiati Directions and Violence, Hostel and Neither Burtug "
1.54e+18,1.54e+18,2022-06-12 13:35:48 Pakistan Standard Time,6/12/2022,13:35:48,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],1,8,55,[],https://twitter.com/HammalHaidar/status/1535903683870867456,False,,0,,"Jamaat -e -Islami ""Jinn"" Ant and Baloch ""Gandaku"". "
1.54e+18,1.54e+18,2022-06-12 13:23:49 Pakistan Standard Time,6/12/2022,13:23:49,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],14,17,62,[],https://twitter.com/HammalHaidar/status/1535900668845772800,False,https://twitter.com/bilal_baluch1/status/1535871512128913408,0,,"Jamaat -e -Islami ""Jinn"" Ant and Baloch ""Gandaku"". "
1.54e+18,1.54e+18,2022-06-12 04:05:18 Pakistan Standard Time,6/12/2022,4:05:18,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],0,0,3,[],https://twitter.com/HammalHaidar/status/1535760113558073346,False,,0,,Wow 
1.54e+18,1.54e+18,2022-06-12 03:56:25 Pakistan Standard Time,6/12/2022,3:56:25,500,468217264.0,hammalhaidar,Hammal Haidar,und,[],[],[],1,1,4,[],https://twitter.com/HammalHaidar/status/1535757875682979841,False,https://twitter.com/kiyyabaloch/status/1535756374373814274,0,,Wow 
1.54e+18,1.54e+18,2022-06-12 03:46:23 Pakistan Standard Time,6/12/2022,3:46:23,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],0,0,4,[],https://twitter.com/HammalHaidar/status/1535755351898959873,False,,0,,Wow 
1.54e+18,1.54e+18,2022-06-12 03:33:16 Pakistan Standard Time,6/12/2022,3:33:16,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],5,2,38,[],https://twitter.com/HammalHaidar/status/1535752050939678720,False,,0,,Badgery Gosh and Goshan Chir Mahini 
1.54e+18,1.54e+18,2022-06-12 03:24:52 Pakistan Standard Time,6/12/2022,3:24:52,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],3,8,36,[],https://twitter.com/HammalHaidar/status/1535749936389799937,False,https://twitter.com/KiyyaBaloch/status/1535746660021719042,0,,Badgery Gosh and Goshan Chir Mahini 
1.54e+18,1.54e+18,2022-06-11 04:09:49 Pakistan Standard Time,6/11/2022,4:09:49,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],7,2,24,[],https://twitter.com/HammalHaidar/status/1535398860595642368,False,https://twitter.com/RindBushra/status/1535185117152419841,0,,Asha ðŸ‘‡ Black Heroes Dargatek 
1.53e+18,1.53e+18,2022-06-09 01:14:32 Pakistan Standard Time,6/9/2022,1:14:32,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],0,1,6,[],https://twitter.com/HammalHaidar/status/1534629974572924929,False,https://twitter.com/imranbaloch1/status/1534613755581059074,0,,ðŸ˜€ spot on
1.53e+18,1.53e+18,2022-06-08 00:54:41 Pakistan Standard Time,6/8/2022,0:54:41,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],1,0,0,[],https://twitter.com/HammalHaidar/status/1534262589055766528,False,,0,,"@Aqsa_Hakeem Turks, I guess"
1.53e+18,1.53e+18,2022-06-07 14:08:40 Pakistan Standard Time,6/7/2022,14:08:40,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],0,1,68,[],https://twitter.com/HammalHaidar/status/1534100015697825792,False,https://twitter.com/irshadArif_/status/1533887628445200385,0,,You world is beautiful ðŸŒ¹
1.53e+18,1.53e+18,2022-06-05 12:26:42 Pakistan Standard Time,6/5/2022,12:26:42,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],['https://www.dawn.com/news/1693225'],[],0,0,15,[],https://twitter.com/HammalHaidar/status/1533349580493955072,False,,0,,A glimpse of history.   https://t.co/thcvDKFU0h
1.53e+18,1.53e+18,2022-06-05 03:15:00 Pakistan Standard Time,6/5/2022,3:15:00,500,468217264.0,hammalhaidar,Hammal Haidar,und,[],[],[],0,10,47,[],https://twitter.com/HammalHaidar/status/1533210738491375623,False,https://twitter.com/BSCLahore/status/1533135320904093699,0,,Banok Sadia Baloch âœŠ 
1.53e+18,1.53e+18,2022-06-04 23:59:25 Pakistan Standard Time,6/4/2022,23:59:25,500,468217264.0,hammalhaidar,Hammal Haidar,art,[],[],[],0,11,101,[],https://twitter.com/HammalHaidar/status/1533161519210450945,False,https://twitter.com/MeherAzaad/status/1533151082293207040,0,,â¤ï¸ðŸ˜ŠâœŠ 
1.53e+18,1.53e+18,2022-06-04 15:54:05 Pakistan Standard Time,6/4/2022,15:54:05,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],5,8,75,[],https://twitter.com/HammalHaidar/status/1533039378955649024,False,,0,,"""Auke and support, not to join."" That means not support and not. ðŸ¤” That is, ""Golo Haram and Ashwas Authorities"" "
1.53e+18,1.53e+18,2022-06-03 18:14:54 Pakistan Standard Time,6/3/2022,18:14:54,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],5,13,56,[],https://twitter.com/HammalHaidar/status/1532712430123597824,False,https://twitter.com/HammalKalmati_/status/1532392402878603264,0,,You are the representative of the public and local mafias. Who will be exposed? ðŸ‘‡ 
1.53e+18,1.53e+18,2022-06-03 14:15:47 Pakistan Standard Time,6/3/2022,14:15:47,500,468217264.0,hammalhaidar,Hammal Haidar,qht,[],[],[],0,30,70,['releaseabdulhameedzehri'],https://twitter.com/HammalHaidar/status/1532652256516096001,False,https://twitter.com/saeeda_hameed/status/1532611924973821952,0,,#Releasabdulhamedezehri 
1.53e+18,1.53e+18,2022-06-02 23:17:27 Pakistan Standard Time,6/2/2022,23:17:27,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],1,0,3,[],https://twitter.com/HammalHaidar/status/1532426182590795777,False,,0,,"""Don't be Rumg Bait"". Gastall "
1.53e+18,1.53e+18,2022-06-02 23:10:34 Pakistan Standard Time,6/2/2022,23:10:34,500,468217264.0,hammalhaidar,Hammal Haidar,und,[],[],[],0,0,3,[],https://twitter.com/HammalHaidar/status/1532424448288202752,False,,0,,@angichk1 ðŸŒ¹ 
1.53e+18,1.53e+18,2022-06-02 18:05:17 Pakistan Standard Time,6/2/2022,18:05:17,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],0,1,12,[],https://twitter.com/HammalHaidar/status/1532347621762818049,False,https://twitter.com/GFarooqi/status/1532098688239435776,0,,"Madam! You are guilty of the Baloch, Pashtun and refugees in the middle of ""if"" and ""so"" and ""so"". However, it is true that every pride is forgiven for the Punjabis. "
1.53e+18,1.53e+18,2022-06-02 16:08:34 Pakistan Standard Time,6/2/2022,16:08:34,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],0,0,1,[],https://twitter.com/HammalHaidar/status/1532318249014251520,False,,0,,@Nasrat_baloch1 A story we find a story. Our and we are? 
1.53e+18,1.53e+18,2022-06-02 10:53:47 Pakistan Standard Time,6/2/2022,10:53:47,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],['https://pbs.twimg.com/media/FUObR6dXoAAwPko.jpg'],89,11,217,[],https://twitter.com/HammalHaidar/status/1532239033883033600,False,,1,https://pbs.twimg.com/media/FUObR6dXoAAwPko.jpg,Do you stop? https://t.co/u6x6hl7eyyy 
1.53e+18,1.53e+18,2022-06-02 03:23:08 Pakistan Standard Time,6/2/2022,3:23:08,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],0,2,38,[],https://twitter.com/HammalHaidar/status/1532125622528524292,False,https://twitter.com/ImaanZHazir/status/1532052196157976576,0,,O Chitra heads on the head 
1.53e+18,1.53e+18,2022-06-02 00:33:03 Pakistan Standard Time,6/2/2022,0:33:03,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],3,0,23,[],https://twitter.com/HammalHaidar/status/1532082817475170305,False,,0,,Captain Jack Sparrow won
1.53e+18,1.53e+18,2022-06-01 13:11:09 Pakistan Standard Time,6/1/2022,13:11:09,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],1,0,4,[],https://twitter.com/HammalHaidar/status/1531911214921617408,False,,0,,@wasiffkhalil ðŸ¥° congratulations ðŸŽ‰ Taheer â¤ï¸ðŸŒ¹
1.53e+18,1.53e+18,2022-05-31 21:01:11 Pakistan Standard Time,5/31/2022,21:01:11,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],['https://twitter.com/i/spaces/1zqKVBEmWyLKB'],[],0,7,11,[],https://twitter.com/HammalHaidar/status/1531667113580146688,False,,0,,Join me in my Space!  https://t.co/1OlbQiL6q3
1.53e+18,1.53e+18,2022-05-31 19:54:10 Pakistan Standard Time,5/31/2022,19:54:10,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],['https://pbs.twimg.com/media/FUGDyJVWQAIDU3n.jpg'],0,28,76,[],https://twitter.com/HammalHaidar/status/1531650249206423555,False,,1,https://pbs.twimg.com/media/FUGDyJVWQAIDU3n.jpg,"Yusuf Magsi and dear Kurdish visionary leaders were the leaders of the Association of Balochistan in their first open meeting in 1931, the first of which were three. 1 The complete elimination of the Sardar system 2 is the unity of different parts of Balochistan and the constitutional and 3 democratic system government. Increased academic facilities https://t.co/0x160zyz0l "
1.53e+18,1.53e+18,2022-05-31 15:30:18 Pakistan Standard Time,5/31/2022,15:30:18,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],1,0,2,[],https://twitter.com/HammalHaidar/status/1531583843471327232,False,,0,,"@Mehr_Niyad @AminMagsiAdv @imranbaloch1 No one is disputing that. All he said is that Abdul Aziz Kurd did get the right recognition in history, which is true."
1.53e+18,1.53e+18,2022-05-31 15:29:16 Pakistan Standard Time,5/31/2022,15:29:16,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],0,0,1,[],https://twitter.com/HammalHaidar/status/1531583582686281728,False,,0,,@imranbaloch1 @Mehr_Niyad @AminMagsiAdv Historical facts ðŸ‘†
1.53e+18,1.53e+18,2022-05-31 15:10:39 Pakistan Standard Time,5/31/2022,15:10:39,500,468217264.0,hammalhaidar,Hammal Haidar,en,"[{'screen_name': 'imranbaloch1', 'name': 'imran baloch', 'id': '315284539'}]",[],[],1,0,2,[],https://twitter.com/HammalHaidar/status/1531578899620044806,False,,0,,@Mehr_Niyad @AminMagsiAdv I donâ€™t think @imranbaloch1â€™s tweet is in any shape or form ambiguous
1.53e+18,1.53e+18,2022-05-31 13:59:31 Pakistan Standard Time,5/31/2022,13:59:31,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],['https://twitter.com/i/spaces/1zqKVBEmWyLKB'],[],2,15,32,[],https://twitter.com/HammalHaidar/status/1531560998208937990,False,,0,,Set a reminder for my upcoming Space!  https://t.co/1OlbQiL6q3
1.53e+18,1.53e+18,2022-05-30 20:16:04 Pakistan Standard Time,5/30/2022,20:16:04,500,468217264.0,hammalhaidar,Hammal Haidar,en,"[{'screen_name': 'amnesty', 'name': 'amnesty international', 'id': '18213483'}, {'screen_name': 'amnestyusa', 'name': 'amnesty international usa', 'id': '16153562'}, {'screen_name': 'amnestysasia', 'name': 'amnesty international south asia', 'id': '1033973177569796096'}, {'screen_name': 'amnestyuk', 'name': 'amnesty uk', 'id': '14095052'}]",['https://www.amnesty.org/en/petition/tell-pakistans-pm-imran-khan-to-release-sajid-mehmood/'],[],0,26,57,[],https://twitter.com/HammalHaidar/status/1531293369732841475,False,,0,,Please sign this petition. Hope @amnesty also takes action for the missing persons of Balochistan  @amnestyusa @amnestysasia @AmnestyUK   https://t.co/YpU8o8ifO0
1.53e+18,1.53e+18,2022-05-30 15:50:16 Pakistan Standard Time,5/30/2022,15:50:16,500,468217264.0,hammalhaidar,Hammal Haidar,zxx,[],['https://balochistantimes.com/man-kw-watar-ktagat-sadganjbaloch/'],[],0,1,10,[],https://twitter.com/HammalHaidar/status/1531226480935587843,False,,0,,Https: // He .co/dv film www11kw 
1.53e+18,1.53e+18,2022-05-28 14:21:49 Pakistan Standard Time,5/28/2022,14:21:49,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],2,1,23,[],https://twitter.com/HammalHaidar/status/1530479444711833601,False,,0,,@Junaida13506438 
1.53e+18,1.53e+18,2022-05-27 21:00:47 Pakistan Standard Time,5/27/2022,21:00:47,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],['https://twitter.com/i/spaces/1mrGmavnyZLGy'],[],0,12,42,[],https://twitter.com/HammalHaidar/status/1530217460271570944,False,,0,,Join me in my Space!  https://t.co/uG65cLl28N
1.53e+18,1.53e+18,2022-05-27 15:07:40 Pakistan Standard Time,5/27/2022,15:07:40,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],['https://pbs.twimg.com/media/FTwb17NXsAEp1jn.jpg'],3,11,62,[],https://twitter.com/HammalHaidar/status/1530128594600660997,False,,1,https://pbs.twimg.com/media/FTwb17NXsAEp1jn.jpg,"The state has come down on good tactics, fearing @imaanzhazir. Embarrassing https://t.co/7WRGCKWKUL "
1.53e+18,1.53e+18,2022-05-27 14:48:44 Pakistan Standard Time,5/27/2022,14:48:44,500,468217264.0,hammalhaidar,Hammal Haidar,en,"[{'screen_name': 'imaanzhazir', 'name': 'imaan zainab mazari-hazir', 'id': '362746534'}, {'screen_name': 'imranbaloch1', 'name': 'imran baloch', 'id': '315284539'}, {'screen_name': 'amnabaloch24', 'name': 'amna baloch', 'id': '1127945741203324928'}]",['https://twitter.com/i/spaces/1mrGmavnyZLGy'],[],3,31,120,[],https://twitter.com/HammalHaidar/status/1530123833197436928,False,,0,,"We will discuss the abduction, harassment and profiling of the Baloch people in Pakistan.   @ImaanZHazir @imranbaloch1 and @AmnaBaloch24 will join me.   Set a reminder: 9PM PK time    https://t.co/uG65cLl28N"
1.53e+18,1.53e+18,2022-05-27 01:11:56 Pakistan Standard Time,5/27/2022,1:11:56,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],1,0,4,[],https://twitter.com/HammalHaidar/status/1529918275898986503,False,,0,,@Habib_Kareem_ @tasm_baloch Welcome back
1.53e+18,1.53e+18,2022-05-27 00:54:32 Pakistan Standard Time,5/27/2022,0:54:32,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],2,13,159,[],https://twitter.com/HammalHaidar/status/1529913896508739620,False,https://twitter.com/EhsanHydrBaloch/status/1529911925785739264,0,,"Balochistan and a half -nomadic ""Dar Gosh and Mar Gosh"" "
1.53e+18,1.53e+18,2022-05-27 00:38:59 Pakistan Standard Time,5/27/2022,0:38:59,500,468217264.0,hammalhaidar,Hammal Haidar,ur,[],[],[],0,4,27,[],https://twitter.com/HammalHaidar/status/1529909983348916224,False,https://twitter.com/SardarRindPTI/status/1529898574896578560,0,,"Balochistan and a half -nomadic ""Dar Gosh and Mar Gosh"" "
1.53e+18,1.53e+18,2022-05-27 00:18:53 Pakistan Standard Time,5/27/2022,0:18:53,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],0,0,2,[],https://twitter.com/HammalHaidar/status/1529904926041722901,False,,0,,"Please @Palyani sir you know what ""Gorich"" is. ðŸ™ "
1.53e+18,1.53e+18,2022-05-27 00:05:28 Pakistan Standard Time,5/27/2022,0:05:28,500,468217264.0,hammalhaidar,Hammal Haidar,ur,"[{'screen_name': 'palyani', 'name': 'senator danesh kumar palyani', 'id': '153845776'}]",[],[],3,0,22,[],https://twitter.com/HammalHaidar/status/1529901549970935810,False,https://twitter.com/ZahoorBuledi/status/1529892626790481920,0,,"Please @Palyani sir you know what ""Gorich"" is. ðŸ™ "
1.53e+18,1.53e+18,2022-05-26 21:00:57 Pakistan Standard Time,5/26/2022,21:00:57,500,468217264.0,hammalhaidar,Hammal Haidar,en,[],[],[],1,5,28,[],https://twitter.com/HammalHaidar/status/1529855114009358337,False,,0,,@Niaz_Zehri @ImAsgharBaloch @bnm_deutschland @BNMovement_ Congratulations to Asghar Baloch and his team on being elected for BNM Germany Zone.
1.53e+18,1.53e+18,2022-05-26 19:49:16 Pakistan Standard Time,5/26/2022,19:49:16,500,468217264.0,hammalhaidar,Hammal Haidar,in,[],[],[],1,0,2,[],https://twitter.com/HammalHaidar/status/1529837074970468352,False,,0,,@Merrybalbalbalach @fazalaroc amazon Hazit Canas? 
1.53e+18,1.53e+18,2022-05-26 18:28:39 Pakistan Standard Time,5/26/2022,18:28:39,500,468217264.0,hammalhaidar,Hammal Haidar,qht,[],[],[],0,2,8,['bramshday'],https://twitter.com/HammalHaidar/status/1529816788707422208,False,,0,,#BramshDay 
1.53e+18,1.53e+18,2022-05-26 18:28:07 Pakistan Standard Time,5/26/2022,18:28:07,500,468217264.0,hammalhaidar,Hammal Haidar,tl,[],[],[],1,6,31,[],https://twitter.com/HammalHaidar/status/1529816654388948994,False,https://twitter.com/EhsanHydrBaloch/status/1529747417469526017,0,,#BramshDay 
1.54e+18,1.54e+18,2022-06-19 21:51:29 Pakistan Standard Time,6/19/2022,21:51:29,500,3606865572.0,jam__baloch,Jamal Baloch,en,[],[],[],0,44,102,"['balochistan', 'releaseabdulhameedzehri']",https://twitter.com/Jam__Baloch/status/1538565141406662657,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1538565082803732481/pu/img/-nuAcqDYQTAekz_t.jpg,#Balochistan is the land of love and agony ðŸ’”  #ReleaseAbdulHameedZehri!  https://t.co/KbmV76ODOc
1.54e+18,1.54e+18,2022-06-19 19:14:59 Pakistan Standard Time,6/19/2022,19:14:59,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],[],5,6,56,[],https://twitter.com/Jam__Baloch/status/1538525757806460928,False,,0,,"""Balochistan was a nationalist party, Thana Hama, the state of the state and the banquet. Next, the BSO and the nationalist party Goshin Gada Ma BSO Azad and the Gashin"" Waja Hussein Vadila and Murchi Tran Mother Gwadar and Zahrahani. "
1.54e+18,1.54e+18,2022-06-19 14:29:21 Pakistan Standard Time,6/19/2022,14:29:21,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],[],0,18,49,"['releaseallbalochmissingpersons', 'releaseazeemdost']",https://twitter.com/Jam__Baloch/status/1538453876373954560,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1538453847982718978/pu/img/Zq9SUTfqCxvr-JmG.jpg,"""Give us the right to live a prison"" https://t.co/YLDRDRDRTOFY "
1.54e+18,1.54e+18,2022-06-19 02:51:05 Pakistan Standard Time,6/19/2022,2:51:05,500,3606865572.0,jam__baloch,Jamal Baloch,en,[],[],['https://pbs.twimg.com/media/FVkP05jWAAA8oOl.jpg'],0,33,74,"['fathersday', 'balochistan', 'savebalochmissingpersons']",https://twitter.com/Jam__Baloch/status/1538278152312705027,False,,1,https://pbs.twimg.com/media/FVkP05jWAAA8oOl.jpg,"On the eve of #FathersDay, my heart goes out to all the children whose fathers are enforcedly disappeared or slain.  Witnessing their misery &amp; suffering has left unhealing wounds to my soul.  Hope that the world will take mercy on #Balochistan one day.  #SaveBalochMissingPersons  https://t.co/1ZUOaF1Y2n"
1.54e+18,1.54e+18,2022-06-19 01:27:42 Pakistan Standard Time,6/19/2022,1:27:42,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],[],0,3,63,[],https://twitter.com/Jam__Baloch/status/1538257164095062016,False,,0,,The heartbreaking heart is alive 
1.54e+18,1.54e+18,2022-06-18 19:44:22 Pakistan Standard Time,6/18/2022,19:44:22,500,3606865572.0,jam__baloch,Jamal Baloch,en,"[{'screen_name': 'fawadchaudhry', 'name': 'ch fawad hussain', 'id': '113286385'}]",[],[],1,2,7,[],https://twitter.com/Jam__Baloch/status/1538170765094400001,False,https://twitter.com/fawadchaudhry/status/1538053269158862848,0,,Unscrupulous! YourÂ veryÂ existenceÂ isÂ heinous!  @fawadchaudhry
1.54e+18,1.54e+18,2022-06-18 16:34:54 Pakistan Standard Time,6/18/2022,16:34:54,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],[],0,38,104,[],https://twitter.com/Jam__Baloch/status/1538123084468736001,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1538123043117178880/pu/img/C-vLBKCHR6M9fybQ.jpg,Baloch Nudarrani is an unprecedented and unprecedented destination. Raj and Kangarians survived. 
1.54e+18,1.54e+18,2022-06-18 15:36:25 Pakistan Standard Time,6/18/2022,15:36:25,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],['https://pbs.twimg.com/media/FVh1Z_PXEAMg9Vu.jpg'],0,12,74,[],https://twitter.com/Jam__Baloch/status/1538108364386930689,False,,1,https://pbs.twimg.com/media/FVh1Z_PXEAMg9Vu.jpg,Shaheed Herbaksh Murray â¤-- 
1.54e+18,1.54e+18,2022-06-18 02:36:33 Pakistan Standard Time,6/18/2022,2:36:33,500,3606865572.0,jam__baloch,Jamal Baloch,en,"[{'screen_name': 'mhidayatrehman', 'name': 'maulana hidayat ur rehman baloch', 'id': '1443893824309301267'}]",[],[],0,3,14,[],https://twitter.com/Jam__Baloch/status/1537912106430787585,False,https://twitter.com/Jam__Baloch/status/1367416752682983426,0,,Peppermint guidance Akbar Asakan and color just Urdu is a dear. 
1.54e+18,1.54e+18,2022-06-18 02:31:11 Pakistan Standard Time,6/18/2022,2:31:11,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],[],4,7,69,[],https://twitter.com/Jam__Baloch/status/1537910752895414275,False,,0,,Peppermint guidance Akbar Asakan and color just Urdu is a dear. 
1.54e+18,1.54e+18,2022-06-17 01:24:00 Pakistan Standard Time,6/17/2022,1:24:00,500,3606865572.0,jam__baloch,Jamal Baloch,ur,"[{'screen_name': 'nazirnoor_', 'name': 'nazir noor', 'id': '1025838294184222721'}]",[],[],0,8,27,[],https://twitter.com/Jam__Baloch/status/1537531459258441728,False,,0,,"Waja Noor Baksh and Barrani Hall Skin Six Pains on the heart. O granuals, I am Hyl and Pigar Sham Goma Ant Waja @nazirnoor_. Hands Kamash and Awakening Vishnat and Shamara Gong Khil and Mardim "
1.54e+18,1.54e+18,2022-06-16 19:00:38 Pakistan Standard Time,6/16/2022,19:00:38,500,3606865572.0,jam__baloch,Jamal Baloch,en,[],[],[],0,13,16,[],https://twitter.com/Jam__Baloch/status/1537434981319835649,False,https://twitter.com/ImaanZHazir/status/1537416081589035008,0,,"BalochÂ demandsÂ theÂ rightsÂ and theyÂ display theÂ baton.  The more you oppress our students, the weaker the slave-master bond becomes, and this relationship will eventually fall apart!"
1.54e+18,1.54e+18,2022-06-16 16:58:11 Pakistan Standard Time,6/16/2022,16:58:11,500,3606865572.0,jam__baloch,Jamal Baloch,und,[],[],[],0,6,24,['releasesaeedumar'],https://twitter.com/Jam__Baloch/status/1537404167270060032,False,https://twitter.com/Durrainbaloch98/status/1537142190744702976,0,,#ReleaseSaeedUmar now! 
1.54e+18,1.54e+18,2022-06-16 16:57:25 Pakistan Standard Time,6/16/2022,16:57:25,500,3606865572.0,jam__baloch,Jamal Baloch,qht,[],[],[],0,2,9,['releaseabdulhameedzehri'],https://twitter.com/Jam__Baloch/status/1537403974835486721,False,https://twitter.com/saeeda_hameed/status/1537403308167639042,0,,#ReleaseSaeedUmar now! 
1.54e+18,1.54e+18,2022-06-16 16:33:18 Pakistan Standard Time,6/16/2022,16:33:18,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],['https://pbs.twimg.com/media/FVXvPqCXsAMZBKk.jpg'],1,51,157,[],https://twitter.com/Jam__Baloch/status/1537397902359900160,False,,1,https://pbs.twimg.com/media/FVXvPqCXsAMZBKk.jpg,#ReleaseSaeedUmar now! 
1.54e+18,1.54e+18,2022-06-16 16:16:56 Pakistan Standard Time,6/16/2022,16:16:56,500,3606865572.0,jam__baloch,Jamal Baloch,en,[],['https://youtu.be/bplY6pTSBeg'],[],0,19,30,['sanctionpakistan'],https://twitter.com/Jam__Baloch/status/1537393783444209666,False,,0,,Pakistan is a terrorist state and must be sanctioned for it wicked role in supporting terrorism globally. #SanctionPakistan   https://t.co/YXnzhfjPi6
1.54e+18,1.54e+18,2022-06-16 15:44:03 Pakistan Standard Time,6/16/2022,15:44:03,500,3606865572.0,jam__baloch,Jamal Baloch,en,[],[],['https://pbs.twimg.com/media/FVXj-WoWYAAzZIT.jpg'],0,14,34,"['pakistanarmy', 'balochistan']",https://twitter.com/Jam__Baloch/status/1537385510200557569,False,,1,https://pbs.twimg.com/media/FVXj-WoWYAAzZIT.jpg,"This disease is called ""slavery"".  He was forced by #PakistanArmy to walk barefoot on blazing sands of Chagai, #Balochistan.  https://t.co/P7lG7mSpZI"
1.54e+18,1.54e+18,2022-06-16 15:31:10 Pakistan Standard Time,6/16/2022,15:31:10,500,3606865572.0,jam__baloch,Jamal Baloch,ur,[],[],['https://pbs.twimg.com/media/FVXhBleWIAIHfBV.jpg'],0,35,103,[],https://twitter.com/Jam__Baloch/status/1537382267055755264,False,,1,https://pbs.twimg.com/media/FVXhBleWIAIHfBV.jpg,"If even one percent of parliamentary politicians had nationalism, they would not have contested for the seats of the Pakistani parliament after the removal of our mothers and sisters by the Pakistani forces. https://t.co/9kousgtu1d "
1.54e+18,1.54e+18,2022-06-16 15:21:24 Pakistan Standard Time,6/16/2022,15:21:24,500,3606865572.0,jam__baloch,Jamal Baloch,en,[],[],[],0,4,8,['balochistan'],https://twitter.com/Jam__Baloch/status/1537379811055874051,False,https://twitter.com/bibergWbaloch/status/1537314249252405249,0,,"If even one percent of parliamentary politicians had nationalism, they would not have contested for the seats of the Pakistani parliament after the removal of our mothers and sisters by the Pakistani forces. https://t.co/9kousgtu1d "
1.54e+18,1.54e+18,2022-06-16 15:13:45 Pakistan Standard Time,6/16/2022,15:13:45,500,3606865572.0,jam__baloch,Jamal Baloch,en,[],[],['https://pbs.twimg.com/media/FVXdCghWIAYf_ji.jpg'],0,40,58,['savebalochmissingpersons'],https://twitter.com/Jam__Baloch/status/1537377886172332033,False,,1,https://pbs.twimg.com/media/FVXdCghWIAYf_ji.jpg,"If even one percent of parliamentary politicians had nationalism, they would not have contested for the seats of the Pakistani parliament after the removal of our mothers and sisters by the Pakistani forces. https://t.co/9kousgtu1d "
